customer_id,age,occupation,income,pep,kyc_risk_score,branch
CUST000203,62,Professional,25911,1,44,Bhopal
CUST000204,34,Business,7993,0,25,Pune
CUST000205,38,Salaried,8223,0,78,Pune
CUST000206,30,Business,13320,0,71,Bhopal
CUST000207,64,Farmer,18969,0,77,Mumbai
CUST000208,36,Salaried,40149,0,34,Bhopal
CUST000209,32,Student,19693,0,32,Bhopal
CUST000210,18,Farmer,21742,0,26,Bhopal
CUST000211,20,Salaried,17996,0,80,Bhopal
CUST000212,62,Business,27609,0,72,Nagpur
CUST000213,73,Salaried,12344,0,46,Indore
CUST000214,48,Professional,20411,0,53,Pune
CUST000215,21,Student,29178,0,71,Nagpur
CUST000216,70,Salaried,25767,0,61,Indore
CUST000217,22,Farmer,22221,0,16,Pune
CUST000218,27,Farmer,22407,0,48,Nagpur
CUST000219,33,Salaried,31213,0,63,Mumbai
CUST000220,56,Farmer,99431,0,38,Mumbai
CUST000221,42,Professional,12872,0,66,Bhopal
CUST000222,73,Farmer,102013,0,64,Bhopal
CUST000223,54,Farmer,12508,0,17,Mumbai
CUST000224,65,Salaried,4980,0,36,Pune
CUST000225,34,Salaried,15244,0,30,Pune
CUST000226,29,Farmer,27979,0,19,Pune
CUST000227,18,Professional,81905,0,67,Mumbai
CUST000228,48,Student,11744,0,14,Pune
CUST000229,36,Student,31080,0,68,Nagpur
CUST000230,61,Business,8741,0,43,Mumbai
CUST000231,60,Business,79381,0,64,Nagpur
CUST000232,52,Business,50292,1,29,Bhopal
CUST000233,70,Business,15860,0,19,Nagpur
CUST000234,28,Student,6639,0,46,Indore
CUST000235,25,Professional,56823,0,48,Indore
CUST000236,35,Farmer,20329,0,79,Indore
CUST000237,46,Salaried,52390,0,15,Indore
CUST000238,65,Student,22107,0,42,Nagpur
CUST000239,23,Business,22762,0,12,Bhopal
CUST000240,54,Salaried,16073,0,32,Indore
CUST000241,51,Professional,34063,0,45,Pune
CUST000242,55,Professional,23961,0,72,Nagpur
CUST000243,48,Student,31574,0,62,Bhopal
CUST000244,38,Salaried,7526,0,30,Bhopal
CUST000245,44,Professional,53872,0,46,Indore
CUST000246,70,Farmer,65238,0,14,Indore
CUST000247,23,Student,23884,0,42,Bhopal
CUST000248,25,Professional,93201,0,75,Nagpur
CUST000249,60,Farmer,75262,0,69,Indore
CUST000250,21,Business,34605,0,76,Bhopal
CUST000251,57,Professional,57413,0,66,Nagpur
CUST000252,31,Student,46207,0,80,Pune
CUST000253,36,Professional,6430,0,72,Nagpur
CUST000254,19,Farmer,18240,0,40,Pune
CUST000255,37,Farmer,36398,0,11,Mumbai
CUST000256,44,Salaried,68873,0,38,Nagpur
CUST000257,47,Salaried,8382,0,29,Indore
CUST000258,63,Student,6685,0,75,Bhopal
CUST000259,44,Professional,21186,1,70,Pune
CUST000260,47,Farmer,5181,0,28,Indore
CUST000261,30,Farmer,20694,0,75,Pune
CUST000262,73,Salaried,28470,0,45,Indore
CUST000263,39,Farmer,11408,0,44,Nagpur
CUST000264,36,Student,21080,0,72,Pune
CUST000265,46,Farmer,42984,0,71,Bhopal
CUST000266,39,Farmer,15196,0,79,Indore
CUST000267,47,Student,12644,0,34,Pune
CUST000268,54,Professional,20436,0,39,Indore
CUST000269,20,Student,10671,0,70,Indore
CUST000270,42,Business,87143,0,73,Nagpur
CUST000271,26,Farmer,22576,0,52,Nagpur
CUST000272,73,Professional,13496,0,22,Mumbai
CUST000273,47,Salaried,25585,0,28,Indore
CUST000274,73,Business,20360,0,19,Indore
CUST000275,68,Student,18869,0,53,Mumbai
CUST000276,62,Professional,15193,0,20,Bhopal
CUST000277,72,Farmer,14719,0,58,Bhopal
CUST000278,58,Professional,7626,0,79,Nagpur
CUST000279,57,Salaried,57343,0,40,Bhopal
CUST000280,32,Salaried,32977,0,65,Nagpur
CUST000281,66,Salaried,27388,0,66,Pune
CUST000282,62,Student,20139,0,13,Nagpur
CUST000283,38,Salaried,11283,0,47,Bhopal
CUST000284,41,Professional,12972,0,28,Pune
CUST000285,51,Professional,8138,0,33,Pune
CUST000286,29,Salaried,14008,0,58,Mumbai
CUST000287,61,Business,10331,0,73,Mumbai
CUST000288,27,Business,71754,0,69,Bhopal
CUST000289,47,Student,40828,0,11,Indore
CUST000290,75,Student,23252,0,79,Pune
CUST000291,22,Professional,12053,0,54,Mumbai
CUST000292,37,Professional,10656,0,42,Indore
CUST000293,72,Student,19278,0,35,Indore
CUST000294,72,Professional,42121,0,23,Pune
CUST000295,42,Farmer,83833,1,55,Mumbai
CUST000296,36,Student,8275,0,12,Indore
CUST000297,35,Salaried,32665,0,16,Mumbai
CUST000298,65,Professional,13968,0,46,Pune
CUST000299,56,Student,15662,0,38,Pune
CUST000300,57,Student,22787,0,27,Nagpur
CUST000301,75,Salaried,12312,1,49,Indore
CUST000302,20,Farmer,18633,0,56,Pune
CUST000303,23,Student,11669,0,51,Indore
CUST000304,29,Business,14709,0,26,Mumbai
CUST000305,74,Student,37375,0,77,Mumbai
CUST000306,35,Business,23612,0,42,Indore
CUST000307,69,Student,37271,0,53,Nagpur
CUST000308,47,Salaried,13851,0,28,Pune
CUST000309,73,Professional,32840,0,56,Nagpur
CUST000310,68,Professional,7049,0,11,Bhopal
CUST000311,52,Salaried,22780,0,68,Bhopal
CUST000312,61,Student,34441,0,58,Bhopal
CUST000313,24,Business,6883,0,70,Nagpur
CUST000314,57,Farmer,13956,0,51,Mumbai
CUST000315,32,Salaried,22769,0,69,Bhopal
CUST000316,59,Professional,44551,0,24,Pune
CUST000317,20,Salaried,14708,0,48,Indore
CUST000318,25,Salaried,31916,0,40,Mumbai
CUST000319,26,Professional,60421,0,68,Bhopal
CUST000320,60,Farmer,32989,0,63,Mumbai
CUST000321,65,Business,19108,0,63,Nagpur
CUST000322,71,Professional,28561,0,62,Bhopal
CUST000323,20,Student,14432,0,37,Indore
CUST000324,46,Business,23402,0,56,Nagpur
CUST000325,61,Student,19752,0,79,Bhopal
CUST000326,21,Professional,27898,0,45,Pune
CUST000327,25,Professional,16509,0,21,Pune
CUST000328,59,Farmer,29030,0,12,Nagpur
CUST000329,68,Student,16404,0,41,Pune
CUST000330,68,Farmer,40529,0,36,Nagpur
CUST000331,71,Farmer,17532,0,36,Mumbai
CUST000332,31,Business,5288,0,52,Pune
CUST000333,68,Farmer,10876,0,10,Bhopal
CUST000334,72,Business,22312,0,26,Mumbai
CUST000335,34,Business,71218,0,24,Nagpur
CUST000336,26,Salaried,39363,0,55,Pune
CUST000337,55,Student,4685,0,12,Pune
CUST000338,34,Salaried,7824,0,26,Indore
CUST000339,51,Salaried,49051,0,18,Indore
CUST000340,46,Student,34301,0,75,Mumbai
CUST000341,24,Professional,107956,0,74,Pune
CUST000342,57,Salaried,15969,0,76,Bhopal
CUST000343,47,Salaried,12150,0,17,Indore
CUST000344,72,Professional,23158,0,64,Nagpur
CUST000345,49,Professional,15766,0,19,Nagpur
CUST000346,38,Farmer,45536,0,28,Nagpur
CUST000347,26,Student,15413,0,80,Bhopal
CUST000348,42,Farmer,18234,0,77,Bhopal
CUST000349,47,Farmer,11101,0,65,Nagpur
CUST000350,68,Salaried,37417,0,80,Pune
CUST000351,45,Professional,11550,0,39,Indore
CUST000352,39,Professional,29419,0,61,Indore
CUST000353,64,Salaried,81941,0,50,Indore
CUST000354,38,Student,6341,0,57,Pune
CUST000355,61,Professional,62769,0,18,Nagpur
CUST000356,71,Salaried,26795,0,21,Indore
CUST000357,24,Student,10018,0,26,Mumbai
CUST000358,21,Farmer,23779,0,52,Nagpur
CUST000359,44,Student,36608,0,64,Nagpur
CUST000360,36,Farmer,12665,0,49,Bhopal
CUST000361,24,Farmer,30638,0,74,Pune
CUST000362,27,Professional,67186,0,38,Nagpur
CUST000363,40,Farmer,15400,0,57,Nagpur
CUST000364,66,Student,11017,1,38,Indore
CUST000365,72,Farmer,20169,0,13,Mumbai
CUST000366,60,Student,22902,0,13,Pune
CUST000367,35,Student,47378,0,53,Bhopal
CUST000368,18,Business,19720,0,28,Mumbai
CUST000369,60,Professional,16336,0,18,Pune
CUST000370,65,Salaried,10845,0,21,Mumbai
CUST000371,31,Professional,6916,0,63,Indore
CUST000372,39,Business,8928,0,57,Bhopal
CUST000373,64,Student,8896,0,20,Nagpur
CUST000374,27,Business,18366,0,16,Nagpur
CUST000375,35,Professional,7690,0,64,Indore
CUST000376,56,Professional,3334,0,63,Bhopal
CUST000377,31,Farmer,21205,0,24,Bhopal
CUST000378,45,Salaried,80359,0,46,Mumbai
CUST000379,49,Farmer,48464,0,49,Nagpur
CUST000380,32,Professional,18247,0,17,Nagpur
CUST000381,31,Student,10152,1,37,Pune
CUST000382,66,Student,133432,0,47,Bhopal
CUST000383,25,Salaried,22958,0,73,Indore
CUST000384,29,Business,25302,0,58,Mumbai
CUST000385,63,Business,19909,0,74,Mumbai
CUST000386,71,Student,21527,0,19,Indore
CUST000387,73,Salaried,15057,0,65,Nagpur
CUST000388,47,Salaried,18425,0,50,Mumbai
CUST000389,45,Farmer,63120,0,61,Indore
CUST000390,36,Salaried,52694,0,61,Nagpur
CUST000391,38,Business,5159,0,68,Bhopal
CUST000392,23,Professional,8223,0,23,Pune
CUST000393,45,Farmer,12778,0,61,Mumbai
CUST000394,23,Professional,42403,0,49,Bhopal
CUST000395,32,Student,53642,0,31,Nagpur
CUST000396,50,Salaried,36503,0,77,Mumbai
CUST000397,30,Student,9993,0,54,Pune
CUST000398,33,Salaried,15257,0,28,Bhopal
CUST000399,30,Business,31025,0,29,Nagpur
CUST000400,29,Professional,18615,0,69,Mumbai
CUST000401,66,Farmer,16943,0,67,Mumbai
CUST000402,59,Farmer,17108,0,51,Bhopal
CUST000403,27,Professional,49589,0,18,Indore
CUST000404,46,Student,33361,0,45,Mumbai
CUST000405,21,Student,17735,0,74,Nagpur
CUST000406,37,Professional,27675,0,67,Nagpur
CUST000407,21,Student,9174,0,46,Nagpur
CUST000408,59,Salaried,15276,0,74,Indore
CUST000409,47,Farmer,45903,0,80,Nagpur
CUST000410,46,Farmer,7408,0,34,Bhopal
CUST000411,56,Professional,33664,0,74,Pune
CUST000412,21,Professional,5128,0,23,Bhopal
CUST000413,63,Salaried,72223,0,74,Pune
CUST000414,20,Business,15041,0,66,Indore
CUST000415,51,Farmer,29126,0,30,Bhopal
CUST000416,41,Student,23860,0,59,Indore
CUST000417,67,Student,24470,0,16,Bhopal
CUST000418,22,Student,27322,0,22,Mumbai
CUST000419,61,Professional,6653,0,46,Bhopal
CUST000420,64,Farmer,24824,1,29,Bhopal
CUST000421,23,Farmer,19364,0,28,Bhopal
CUST000422,37,Professional,15095,0,26,Mumbai
CUST000423,63,Salaried,12774,0,49,Mumbai
CUST000424,42,Student,25262,0,26,Mumbai
CUST000425,23,Professional,11104,0,75,Bhopal
CUST000426,19,Student,45270,0,49,Pune
CUST000427,31,Student,30663,0,72,Pune
CUST000428,32,Business,26349,0,29,Nagpur
CUST000429,36,Salaried,43821,0,74,Mumbai
CUST000430,71,Farmer,6071,0,14,Bhopal
CUST000431,74,Farmer,8993,0,26,Mumbai
CUST000432,42,Business,31645,0,30,Pune
CUST000433,71,Farmer,13253,0,31,Indore
CUST000434,20,Professional,14356,0,56,Pune
CUST000435,46,Farmer,8228,0,46,Indore
CUST000436,32,Farmer,11124,0,40,Bhopal
CUST000437,69,Professional,46053,0,34,Bhopal
CUST000438,61,Farmer,31111,0,66,Indore
CUST000439,67,Student,25068,0,58,Mumbai
CUST000440,51,Professional,14721,0,30,Pune
CUST000441,69,Farmer,23990,0,27,Bhopal
CUST000442,21,Professional,49241,0,57,Mumbai
CUST000443,24,Farmer,13464,0,25,Bhopal
CUST000444,23,Business,21493,0,44,Indore
CUST000445,75,Farmer,76081,0,28,Indore
CUST000446,23,Business,36149,0,67,Bhopal
CUST000447,19,Professional,14857,0,16,Indore
CUST000448,50,Student,34039,0,40,Indore
CUST000449,23,Student,7338,0,38,Nagpur
CUST000450,38,Salaried,20908,0,52,Pune
CUST000451,26,Salaried,34012,0,46,Indore
CUST000452,62,Business,28742,0,70,Indore
CUST000453,57,Salaried,33772,0,20,Nagpur
CUST000454,34,Business,39487,0,29,Mumbai
CUST000455,64,Farmer,30376,0,77,Indore
CUST000456,25,Student,29754,0,40,Bhopal
CUST000457,25,Salaried,25473,0,40,Indore
CUST000458,58,Farmer,10334,0,68,Nagpur
CUST000459,25,Professional,46037,0,78,Nagpur
CUST000460,58,Farmer,21424,0,40,Pune
CUST000461,36,Professional,35491,0,10,Mumbai
CUST000462,40,Business,42480,0,63,Pune
CUST000463,60,Salaried,15348,0,77,Bhopal
CUST000464,22,Farmer,16250,0,79,Mumbai
CUST000465,68,Farmer,17740,0,80,Nagpur
CUST000466,42,Professional,53052,0,15,Indore
CUST000467,41,Student,11775,0,12,Bhopal
CUST000468,68,Salaried,60650,0,54,Pune
CUST000469,64,Salaried,25275,0,52,Pune
CUST000470,20,Student,26553,0,79,Bhopal
CUST000471,70,Business,41058,0,69,Indore
CUST000472,58,Business,23332,0,27,Nagpur
CUST000473,63,Professional,46436,0,14,Bhopal
CUST000474,30,Salaried,15335,0,35,Nagpur
CUST000475,38,Student,59073,0,75,Indore
CUST000476,70,Farmer,16125,0,70,Bhopal
CUST000477,20,Business,60923,0,46,Bhopal
CUST000478,73,Salaried,16413,0,52,Bhopal
CUST000479,25,Student,18083,0,65,Indore
CUST000480,65,Professional,10906,0,59,Bhopal
CUST000481,29,Professional,12868,0,73,Bhopal
CUST000482,69,Farmer,21498,0,44,Nagpur
CUST000483,64,Professional,25950,0,20,Indore
CUST000484,56,Business,43871,0,79,Bhopal
CUST000485,38,Salaried,18962,0,20,Bhopal
CUST000486,60,Student,10037,1,49,Indore
CUST000487,56,Professional,28787,0,31,Indore
CUST000488,40,Professional,24748,0,15,Bhopal
CUST000489,57,Professional,31092,0,45,Nagpur
CUST000490,22,Professional,14095,0,56,Mumbai
CUST000491,69,Business,15188,0,13,Pune
CUST000492,72,Farmer,14098,0,66,Nagpur
CUST000493,26,Salaried,50630,0,40,Bhopal
CUST000494,41,Professional,59536,0,14,Mumbai
CUST000495,27,Professional,14771,0,57,Bhopal
CUST000496,46,Salaried,14964,0,27,Mumbai
CUST000497,41,Professional,34305,0,50,Bhopal
CUST000498,33,Salaried,65072,0,13,Pune
CUST000499,49,Farmer,77428,0,59,Mumbai
CUST000500,25,Student,14343,0,43,Indore
CUST000501,31,Farmer,16791,0,46,Indore
CUST000502,30,Salaried,26906,0,27,Nagpur
CUST000503,46,Business,27836,0,66,Nagpur
CUST000504,69,Student,19460,0,54,Nagpur
CUST000505,53,Farmer,12596,0,47,Bhopal
CUST000506,72,Business,21521,0,32,Bhopal
CUST000507,50,Business,77357,0,25,Pune
CUST000508,68,Business,15331,0,40,Indore
CUST000509,19,Student,25761,0,80,Mumbai
CUST000510,41,Professional,129165,0,80,Pune
CUST000511,57,Salaried,15189,0,18,Bhopal
CUST000512,43,Professional,35501,0,77,Indore
CUST000513,67,Professional,80233,0,19,Pune
CUST000514,38,Salaried,33304,0,67,Indore
CUST000515,61,Farmer,47862,0,54,Pune
CUST000516,74,Farmer,39117,0,33,Pune
CUST000517,45,Farmer,31416,0,17,Nagpur
CUST000518,51,Business,57960,0,48,Pune
CUST000519,28,Student,34686,0,38,Bhopal
CUST000520,51,Student,19594,0,20,Bhopal
CUST000521,30,Farmer,24408,0,45,Pune
CUST000522,58,Student,28511,0,78,Nagpur
CUST000523,50,Business,16725,0,29,Pune
CUST000524,60,Farmer,25179,0,53,Mumbai
CUST000525,20,Salaried,22754,0,20,Nagpur
CUST000526,59,Farmer,34607,0,43,Pune
CUST000527,67,Farmer,100135,0,63,Mumbai
CUST000528,58,Salaried,26227,0,73,Mumbai
CUST000529,36,Student,66450,0,71,Pune
CUST000530,69,Professional,33709,0,48,Indore
CUST000531,22,Salaried,25100,0,30,Indore
CUST000532,44,Professional,16114,0,69,Pune
CUST000533,39,Farmer,25231,0,28,Bhopal
CUST000534,73,Student,24175,0,54,Indore
CUST000535,26,Student,13492,0,75,Mumbai
CUST000536,24,Student,14894,0,40,Indore
CUST000537,25,Student,28682,0,67,Pune
CUST000538,27,Salaried,65898,0,16,Bhopal
CUST000539,42,Farmer,21035,0,63,Pune
CUST000540,73,Business,7993,0,51,Mumbai
CUST000541,64,Student,4726,0,34,Pune
CUST000542,49,Farmer,10776,0,69,Indore
CUST000543,74,Student,36165,0,73,Nagpur
CUST000544,23,Professional,8989,0,74,Indore
CUST000545,33,Business,40567,0,55,Nagpur
CUST000546,21,Student,34722,0,73,Mumbai
CUST000547,74,Professional,20549,0,46,Mumbai
CUST000548,18,Salaried,7571,1,65,Pune
CUST000549,74,Student,13570,0,56,Indore
CUST000550,41,Salaried,18604,0,61,Nagpur
CUST000551,54,Farmer,28182,0,34,Bhopal
CUST000552,53,Student,9172,0,19,Indore
CUST000553,50,Professional,60514,0,80,Bhopal
CUST000554,70,Farmer,27998,0,25,Pune
CUST000555,24,Professional,30324,0,57,Bhopal
CUST000556,53,Student,34541,0,28,Pune
CUST000557,56,Farmer,55848,0,61,Mumbai
CUST000558,20,Salaried,25274,0,14,Pune
CUST000559,63,Student,36181,0,70,Mumbai
CUST000560,47,Business,13718,0,75,Pune
CUST000561,38,Farmer,77703,0,50,Pune
CUST000562,43,Farmer,24092,0,48,Mumbai
CUST000563,39,Farmer,13674,0,75,Mumbai
CUST000564,49,Farmer,16117,0,48,Indore
CUST000565,70,Salaried,5868,0,57,Bhopal
CUST000566,61,Salaried,16048,0,63,Mumbai
CUST000567,37,Salaried,4037,0,70,Bhopal
CUST000568,59,Farmer,38179,0,39,Nagpur
CUST000569,55,Professional,29667,0,31,Mumbai
CUST000570,58,Farmer,11193,0,58,Pune
CUST000571,70,Business,21302,1,14,Mumbai
CUST000572,62,Salaried,21970,0,34,Nagpur
CUST000573,46,Student,9790,0,63,Pune
CUST000574,44,Business,18869,0,62,Mumbai
